mtAddress, lat, lng, group, wheelchair, mtDay, start, end, type, spinterest, zone, mtlocation
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Sunday", "12:30 PM", "1:30 PM" ,"C", "Meditation",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Tuesday", "5:15 PM", "6:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Friday", "5:15 PM", "6:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Thursday", "5:15 PM", "6:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Sunday", "5:15 PM", "6:15 PM" ,"S", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Wednesday", "5:15 PM", "6:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Monday", "5:15 PM", "6:15 PM" ,"C", "Living Sober",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Wednesday", "6:30 PM", "7:30 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Saturday", "6:30 PM", "7:30 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Tuesday", "6:30 PM", "7:30 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Friday", "6:30 PM", "7:30 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Monday", "6:30 PM", "7:30 PM" ,"B", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Thursday", "6:30 PM", "7:30 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Sunday", "6:30 PM", "7:30 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Sunday", "8:00 PM", "9:15 PM" ,"BB", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Wednesday", "8:00 PM", "9:15 PM" ,"C", "Men",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Saturday", "8:00 PM", "9:15 PM" ,"O", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Tuesday", "8:00 PM", "9:15 PM" ,"C", "Women",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Monday", "8:00 PM", "9:15 PM" ,"C", "Topic",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Friday", "8:00 PM", "9:15 PM" ,"S", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Thursday", "8:00 PM", "9:15 PM" ,"B", "Under Six Months Sober",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Sunday", "10:00 PM", "11:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Wednesday", "10:00 PM", "11:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Saturday", "10:00 PM", "11:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Tuesday", "10:00 PM", "11:15 PM" ,"S", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Monday", "10:00 PM", "11:15 PM" ,"C", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Friday", "10:00 PM", "11:15 PM" ,"B", "null",2, "null"
"220 W HOUSTON ST New York NY ", 40.7286385, -74.0045871 , "MIDNITE", false,"Thursday", "10:00 PM", "11:15 PM" ,"C", "Topic",2, "null"
"83 CHRISTOPHER ST New York NY ", 40.7335702, -74.0037456 , "NEW GROUP", false,"Sunday", "12:30 PM", "1:30 PM" ,"O", "Gay Lesbian and Bisexual",2, "St. John''s Lutheran Church"
"83 CHRISTOPHER ST New York NY ", 40.7335702, -74.0037456 , "NEW GROUP", false,"Wednesday", "6:30 PM", "7:30 PM" ,"B", "Gay Lesbian and Bisexual",2, "St. John''s Lutheran Church"
"83 CHRISTOPHER ST New York NY ", 40.7335702, -74.0037456 , "NEW GROUP", false,"Friday", "7:30 PM", "8:30 PM" ,"B", "Gay Lesbian and Bisexual",2, "St. John''s Lutheran Church"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Wednesday", "7:30 AM", "8:30 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Tuesday", "7:30 AM", "8:30 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Monday", "7:30 AM", "8:30 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Sunday", "7:30 AM", "8:30 AM" ,"OD", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Saturday", "7:30 AM", "8:30 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Friday", "7:30 AM", "8:30 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Thursday", "7:30 AM", "8:30 AM" ,"S", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Thursday", "9:00 AM", "10:00 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Wednesday", "9:00 AM", "10:00 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Tuesday", "9:00 AM", "10:00 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Monday", "9:00 AM", "10:00 AM" ,"OD", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Sunday", "9:00 AM", "10:00 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Friday", "9:00 AM", "10:00 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Saturday", "9:30 AM", "10:00 AM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Friday", "10:30 AM", "11:30 AM" ,"C", "Women",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Sunday", "11:00 AM", "12:00 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Saturday", "12:00 PM", "1:00 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Friday", "12:15 PM", "1:15 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Thursday", "12:15 PM", "1:15 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Wednesday", "12:15 PM", "1:15 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Tuesday", "12:15 PM", "1:15 PM" ,"S", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Monday", "12:15 PM", "1:15 PM" ,"B", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Sunday", "1:00 PM", "2:00 PM" ,"C", "Children Welcome",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Saturday", "2:30 PM", "3:30 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Friday", "2:30 PM", "3:30 PM" ,"OD", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Thursday", "2:30 PM", "3:30 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Tuesday", "2:30 PM", "3:30 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Monday", "2:30 PM", "3:30 PM" ,"C", "null",2, "null"
"50 PERRY ST New York NY ", 40.7354854, -74.0031569 , "PERRY STREET WORKSHOP", false,"Wednesday", "2:30 PM", "3:30 PM" ,"B", "null",2, "null"
